Genus	ES_Bact	ES_Bifi	ES_Esch	ES_Prev	ES_Firm
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;QALW01;UMGS1338	5.09030504034272e-6	0	0	0.002497268076806725	8.16360540811811e-4
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-74;UBA11524	1.8766287984287874e-7	0	0	0.00651059248320918	0.5241720979391461
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-74;UMGS1600	0	0	0	5.940511549289815e-6	6.809651263261823e-4
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-74;RUG563	0	0	0	0.001020172152329708	3.3132359511802165e-5
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-74;SFFH01	2.997858606190582e-7	0	0	0.004972600551834243	0.031936070796592275
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-74;SFFS01	0	0	0	7.944094294513252e-4	1.61778326589758e-5
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-74;	0	0	0	0	0.002588488766980501
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-74;SFHK01	0	0	0	0.003539942191894184	0.002446145452218645
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;UBA1750;UBA7102	0	0	0	0.0027130135819614055	0.0016216828746551046
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;Christensenellaceae;QANA01	6.854736008370928e-10	0	0	0	3.1096240943773287e-4
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;Christensenellaceae;	1.6649223052893861e-6	0	0	1.719942750483993e-6	4.4644032707439414e-4
Bacteria;Firmicutes_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium	0.07187962100300245	0	0	0.22346072366851266	0.26972420867048547
Bacteria;Firmicutes_C;Negativicutes;Selenomonadales;Selenomonadaceae;Anaerovibrio	0	0	0	0.0056711587399708935	0
Bacteria;Firmicutes_B;Peptococcia;Peptococcales;Peptococcaceae;UBA7185	0	0	0	0	2.474840003152605e-4
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Senegalimassilia	3.6368303809528264e-16	0.0010879454822677907	0	3.1434624819398307e-4	0.008590340635052924
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;UMGS1773	0	5.156688614208635e-4	0	0.0011504835788281854	0.004815501703610916
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;	0	0	0	0	1.356435522396895e-4
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;QAMH01;	0	0	0	4.6291723664500467e-4	9.887281741930729e-4
Bacteria;Cyanobacteria;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;UBA2883	0	0	0	0.003284529794433413	0
Bacteria;Cyanobacteria;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;UMGS1477	0	0	0	0.003911341679628277	2.2342626665074584e-14
Bacteria;Cyanobacteria;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;	0	0	0	1.4067821501045422e-4	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae;Succinivibrio	0	0	0	0.22408979857943379	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;CAG-521	0	0	0	1.9521160384135052e-4	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Parasutterella	0.08630546061177127	0.0051289805207872	0	0.004681456415996473	0.03324252475121423
Bacteria;Proteobacteria;Alphaproteobacteria;RF32;CAG-239;	0	0	0	0.0011903684352905424	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;UBA6382	0	0	0	0.0012005501607289394	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;UBA4334	0	0	0	0.0012757309756517834	2.8162463806888298e-9
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;CAG-1031	5.5501697956509844e-5	0	0	1.9906622874637724e-5	0.026440800204614534
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;C941	0	0	0	0.032226633799948966	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;;	0	0	0	5.566190847372659e-4	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Butyricimonas	0.02255892385005034	0	0	0.006381334624591124	0.010111592581393214
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;UBA932;CAG-831	5.803148152975809e-4	0	0	0	0
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia	0.10383265451645664	0.04117875394698328	0	0.01622066020604178	0.954968967275492
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;CAG-312;QALA01	0	0	0	2.606201837423668e-4	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;	0	0	0.0121293799506182	0	0
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Methanomethylophilus	0	0	0	1.337781276354412e-4	0.0017786232445397411
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;UBA71	0	0	0	0.0023002988853293134	1.3077742048934064e-4
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;MX-02	0	0	0	1.6887241270012042e-5	4.403350747784144e-4
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Methanomassiliicoccus	0	0	0	1.088767149060766e-4	0.001966876654795972
Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanosphaera	0	0	0	0.005957648354531606	0.003109786483463169
Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter_A	0	0	0	0.20811684221865287	0.25584120728603377
Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter_C	0	0	0	0	1.8496987092133575e-4
Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;	0	0	0	0	2.3582137603186202e-4
